,Time,Infected,Acc_Infected
0,2020-02-26 00:00:00,3597.0,13034.0
1,2020-02-27 00:00:00,3279.4071428571424,13076.107142857143
2,2020-02-28 00:00:00,2987.750081509944,13112.390795795658
3,2020-02-29 00:00:00,2720.233538617653,13143.649261054363
4,2020-03-01 00:00:00,2475.1335229377655,13170.57259923624
5,2020-03-02 00:00:00,2250.804684278659,13193.75711287091
6,2020-03-03 00:00:00,2045.6850242403575,13213.717921260475
7,2020-03-04 00:00:00,1858.298474780034,13230.899874224187
8,2020-03-05 00:00:00,1687.2557736844776,13245.687020606634
